epa_class,srn,facility_name,address_line1,city,zip,county,egle_district,staff,address_full
MINOR,P0309,PGF TECHNOLOGY GROUP INC,2993 Technology Drive,ROCHESTER HLS,48309,OAKLAND,WARREN,AHAMMODS,"2993 Technology Drive, ROCHESTER HLS, MI 48309"
MINOR,P0310,AMERICAN COMPOUNDING SPECIALTIES,9984 BORDERLINE DRIVE,BRIGHTON,48116,LIVINGSTON,LANSING,DAVISS46,"9984 BORDERLINE DRIVE, BRIGHTON, MI 48116"
MINOR,P0311,MICHIGAN AGRICULTURAL COMMODITIES-BROWN CITY,7115 Maple Valley Road,BROWN CITY,48416,SANILAC,BAY CITY,SHAFFERA1,"7115 Maple Valley Road, BROWN CITY, MI 48416"
MINOR,P0312,CREMATION OF SW MICHIGAN,1997 MEADOWBROOK RD,BENTON HARBOR,49022,BERRIEN,KALAMAZOO,DESKINSM,"1997 MEADOWBROOK RD, BENTON HARBOR, MI 49022"
MINOR,P0313,EXXON MOBIL OIL CORPORATION,11250 HAGGERTY ROAD,BELLEVILLE,48111,WAYNE,DETROIT,SANDOVALC,"11250 HAGGERTY ROAD, BELLEVILLE, MI 48111"
MINOR,P0314,LAKE MICHIGAN CREMATORY INC.,166 Fifth Ave,HOLLAND,49424,OTTAWA,GRAND RAPIDS,ROBINSONC17,"166 Fifth Ave, HOLLAND, MI 49424"
MINOR,P0315,JULE SWARTZ & SONS EXCAVATING-MANN ROAD CONCORD,7855 dixon road,JACKSON,49201,JACKSON,JACKSON,KOVALCHICKM,"7855 dixon road, JACKSON, MI 49201"
MINOR,N1488,MINTH GROUP,905 CEDAR STREET,TAWAS CITY,48763,IOSCO,BAY CITY,GENTLEN,"905 CEDAR STREET, TAWAS CITY, MI 48763"
MINOR,N2240,GROVE INDUSTRIAL INC.,2901 S M-76,WEST BRANCH,48661,OGEMAW,BAY CITY,GENTLEN,"2901 S M-76, WEST BRANCH, MI 48661"
MINOR,N3015,PITSCH COMPANIES,675 Richmond NW,GRAND RAPIDS,49504,KENT,GRAND RAPIDS,LAZZAROA,"675 Richmond NW, GRAND RAPIDS, MI 49504"
MINOR,A0497,NILES STEEL TANK COMPANY,1701 TERMINAL RD,NILES,49120,BERRIEN,KALAMAZOO,DESKINSM,"1701 TERMINAL RD, NILES, MI 49120"
MINOR,J9562,ACE TEX ENTERPRISES,7601 CENTRAL AVE,DETROIT,48210,WAYNE,DETROIT,,"7601 CENTRAL AVE, DETROIT, MI 48210"
,M2425,NEW CENTER HOSPITAL,801 VIRGINIA PARK,DETROIT,48202,WAYNE,DETROIT,,"801 VIRGINIA PARK, DETROIT, MI 48202"
,A8090,AKZO COATINGS AMERICA INC.,1221 E MCNICHOLS ROAD,DETROIT,48203,WAYNE,DETROIT,,"1221 E MCNICHOLS ROAD, DETROIT, MI 48203"
SM OPT OUT,P0316,MAHLE POWERTRAIN LLC,14900 GALLEON COURT,PLYMOUTH,48170,WAYNE,DETROIT,ZIMMERMANJ3,"14900 GALLEON COURT, PLYMOUTH, MI 48170"
SM OPT OUT,A0703,AXIUM GROUP LLC,708 Sherman,CASSOPOLIS,49031,CASS,KALAMAZOO,BENAWAYR,"708 Sherman, CASSOPOLIS, MI 49031"
MAJOR,P0317,AMERESCO WOODLAND MEADOWS ROMULUS LLC,4620 Hannan Rd,CANTON TWP,48184,WAYNE,DETROIT,LAMBJ1,"4620 Hannan Rd, CANTON TWP, MI 48184"
,B6503,METRO PLATING AND IND INC.,216 E MILWAUKEE,DETROIT,48207,WAYNE,DETROIT,,"216 E MILWAUKEE, DETROIT, MI 48207"
,M4332,PRESTIGE CADILLAC INC,14765 MICHIGAN AVENUE,DEARBORN,48126,WAYNE,DETROIT,,"14765 MICHIGAN AVENUE, DEARBORN, MI 48126"
MINOR,N1655,JKW SALVAGE,4491 BARTHOLOMEW ROAD,EAST JORDAN,49727,ANTRIM,CADILLAC,OWENSC1,"4491 BARTHOLOMEW ROAD, EAST JORDAN, MI 49727"
MINOR,P0318,JULE SWARTZ & SONS EXCAVATING - DIXON ROAD,7855 DIXON ROAD,JACKSON,49201,JACKSON,JACKSON,KOVALCHICKM,"7855 DIXON ROAD, JACKSON, MI 49201"
MINOR,P0319,EAGLE ALUMINUM CAST PRODUCTS INC.,2134 NORTHWOODS DRIVE,MUSKEGON,49442,MUSKEGON,GRAND RAPIDS,GRINSTERNE,"2134 NORTHWOODS DRIVE, MUSKEGON, MI 49442"
,P0320,UNIQUE SIGN INC,18211 WEAVER STREET,DETROIT,48228,WAYNE,DETROIT,ZYNDAT,"18211 WEAVER STREET, DETROIT, MI 48228"
,P0321,SPEEDWAY LLC (SITE #2289),3605 BURLINGAME,WYOMING,49509,KENT,GRAND RAPIDS,,"3605 BURLINGAME, WYOMING, MI 49509"
,P0322,SPEEDWAY LLC (SITE #6309),9 S MAPLE ST,GRANT,49327,NEWAYGO,GRAND RAPIDS,,"9 S MAPLE ST, GRANT, MI 49327"
,N0514,ABC BARREL AND DRUM COMPANY,14324 Birwood,DETROIT,48238,WAYNE,DETROIT,,"14324 Birwood, DETROIT, MI 48238"
,M4334,ALL STATE COLLISION,19117 OMIRA,DETROIT,48203,WAYNE,DETROIT,,"19117 OMIRA, DETROIT, MI 48203"
MINOR,P0323,VANDERKOLK PAINTING,225 GRAHAM ST SW,GRAND RAPIDS,49503,KENT,GRAND RAPIDS,LAZZAROA1,"225 GRAHAM ST SW, GRAND RAPIDS, MI 49503"
MINOR,P0324,ELMERS CRANE AND DOZER INC - 2272 W M72,2272 W. M-72,MAPLE CITY,49630,LEELANAU,CADILLAC,OWENSC1,"2272 W. M-72, MAPLE CITY, MI 49630"
MINOR,P0325,PROVIDENCE AGRICULTURE,11784 LYTLE ROAD,LENNON,48449,SHIAWASSEE,LANSING,BRUNNERJ1,"11784 LYTLE ROAD, LENNON, MI 48449"
MINOR,P0326,US FARATHANE CORPORATION,2700 HIGH MEADOW CIRCLE,AUBURN HILLS,48326,OAKLAND,WARREN,AHAMMODS,"2700 HIGH MEADOW CIRCLE, AUBURN HILLS, MI 48326"
MINOR,P0327,HURON FOREST CREMATORY INC,4721 INDUSTRIAL ROW,OSCODA,48750,IOSCO,BAY CITY,GENTLEN,"4721 INDUSTRIAL ROW, OSCODA, MI 48750"
SM OPT OUT,P0328,PREFIX CORPORATION,3500 JOSLYN ROAD,AUBURN HILLS,48326,OAKLAND,WARREN,BOGNARA1,"3500 JOSLYN ROAD, AUBURN HILLS, MI 48326"
MINOR,P0329,NEIGHBORHOOD SERVICE ORGANIZATION,"220 BAGLEY, SUITE 1200",DETROIT,48238,WAYNE,DETROIT,HEMBENT,"220 BAGLEY, SUITE 1200, DETROIT, MI 48238"
,P0330,SPEEDWAY LLC (STATION SITE #2212),3814 W JOLLY ROAD,LANSING,48911,INGHAM,LANSING,LUPLOWM1,"3814 W JOLLY ROAD, LANSING, MI 48911"
MINOR,P0331,"AMD FUTURE, INC.",MOBILE GAS STATION,NOVI,48375,OAKLAND,WARREN,KONANAHALLII,"MOBILE GAS STATION, NOVI, MI 48375"
MINOR,P0332,CASTING SERVICES GROUP,1717 13TH STREET,MENOMINEE,49858,MENOMINEE,MARQUETTE,LUCEL1,"1717 13TH STREET, MENOMINEE, MI 49858"
MINOR,P0333,D & R DEMOLITION LLC,11671 South Tripp Road,WALDRON,49299,HILLSDALE,JACKSON,CARLEYB,"11671 South Tripp Road, WALDRON, MI 49299"
MINOR,P0334,VERSATILE WOOD SOLUTIONS,11335 APPLE DRIVE,NUNICA,49448,OTTAWA,GRAND RAPIDS,ROBINSONC17,"11335 APPLE DRIVE, NUNICA, MI 49448"
MINOR,N4997,GRAND TRAVERSE AUTO COMPANY,124 W FRONT ST,TRAVERSE CITY,49684,GRAND TRAVERSE,CADILLAC,,"124 W FRONT ST, TRAVERSE CITY, MI 49684"
MINOR,N3613,BILL MARSH AUTOMOTIVE GROUP,1780 BARLOW ST,TRAVERSE CITY,49684,GRAND TRAVERSE,CADILLAC,LINDGRENJ2,"1780 BARLOW ST, TRAVERSE CITY, MI 49684"
,K5234,DETROIT PUBLIC SCHOOLS,13000 DEQUINDRE,DETROIT,48212,WAYNE,DETROIT,,"13000 DEQUINDRE, DETROIT, MI 48212"
MINOR,P0335,INDIAN SUMMER CO-OP INC,409 WOOD ST,HART,49420,OCEANA,GRAND RAPIDS,EVANSS13,"409 WOOD ST, HART, MI 49420"
SM OPT OUT,P0336,HENRY FORD WEST BLOOMFIELD HOSPITAL,6777 WEST MAPLE ROAD,W BLOOMFIELD,48322,OAKLAND,WARREN,KONANAHALLII,"6777 WEST MAPLE ROAD, W BLOOMFIELD, MI 48322"
MINOR,N2591,LADD PETROLEUM - HAGGERTY CONWAY 1-33,SEC 33 SW 1/4,GRANT TWP,99999,GRAND TRAVERSE,CADILLAC,,"SEC 33 SW 1/4, GRANT TWP, MI 99999"
MINOR,B6272,WIXOM READY MIX,27460 BECK ROAD,NOVI,48374,OAKLAND,WARREN,LEFFERTK,"27460 BECK ROAD, NOVI, MI 48374"
,P0337,S & B AUTO REPAIR,333 S DIX ST,DETROIT,48217,WAYNE,DETROIT,,"333 S DIX ST, DETROIT, MI 48217"
MINOR,P0338,SPEEDWAY LLC STORE #8389,4019 N STATE RD,DAVISON,48423,GENESEE,LANSING,MCGEEND,"4019 N STATE RD, DAVISON, MI 48423"
MINOR,N5140,VAN ELDEREN INC,892 E ALLEGAN,MARTIN,49070,ALLEGAN,KALAMAZOO,YAZZIEC,"892 E ALLEGAN, MARTIN, MI 49070"
MINOR,P0339,SP INDUSTRIES,2982 JEFFERSON RD,HOPKINS,49328,ALLEGAN,KALAMAZOO,YAZZIEC,"2982 JEFFERSON RD, HOPKINS, MI 49328"
MINOR,P0340,"ALUTECH, LLC",1320 PAW PAW AVE,BENTON HARBOR,49022,BERRIEN,KALAMAZOO,DESKINSM,"1320 PAW PAW AVE, BENTON HARBOR, MI 49022"
MINOR,P0341,TRIBAR MANUFACTURING,2211 GRAND COMMERCE DRIVE,BRIGHTON,48855,LIVINGSTON,LANSING,DAVISS46,"2211 GRAND COMMERCE DRIVE, BRIGHTON, MI 48855"
MINOR,M4605,NORFOLK SOUTHERN CORP,19400 PROSPECT,MELVINDALE,48122,WAYNE,DETROIT,KORNISKIJ,"19400 PROSPECT, MELVINDALE, MI 48122"
,P0342,QUALITY ASPHALT PAVING INC,1001 BROOKS RD,ALBION,49224,CALHOUN,KALAMAZOO,CHAPELA,"1001 BROOKS RD, ALBION, MI 49224"
,P0343,LITTLEFIELD & SONS FURNITURE SERVICE INC.,"251 JACKSON PLAZA, SUITE K",ANN ARBOR,48103,WASHTENAW,JACKSON,KOVALCHICKM,"251 JACKSON PLAZA, SUITE K, ANN ARBOR, MI 48103"
SM OPT OUT,P0344,"GROUND EFFECTS, LLC",15200 COMMERCE DR NORTH,DEARBORN,48120,WAYNE,DETROIT,ZYNDAT,"15200 COMMERCE DR NORTH, DEARBORN, MI 48120"
,B5008,SPECTRUM AUTOMATION COMPANY,34447 SCHOOLCRAFT,LIVONIA,48150,WAYNE,DETROIT,,"34447 SCHOOLCRAFT, LIVONIA, MI 48150"
MINOR,P0345,MDEQ-REMEDIATION DIVISION,5100 M 72 West,TRAVERSE CITY,49685,GRAND TRAVERSE,CADILLAC,COLLINSC21,"5100 M 72 West, TRAVERSE CITY, MI 49685"
,P0346,SPURT INDUSTRIES LLC,5204 ADAMS STREET,ZEELAND,49464,OTTAWA,GRAND RAPIDS,ROBINSONC17,"5204 ADAMS STREET, ZEELAND, MI 49464"
,B8923,BILDON PARTS & SERVICE INC.,32731 EIGHT MILE ROAD,LIVONIA,48152,WAYNE,DETROIT,,"32731 EIGHT MILE ROAD, LIVONIA, MI 48152"
MINOR,B1491,BAY CITY GRAIN STORAGE FACILITY,1205 SOUTH FARRAGUT STREET,BAY CITY,48706,BAY,BAY CITY,BREWERK,"1205 SOUTH FARRAGUT STREET, BAY CITY, MI 48706"
,P0347,DOKKA FASTENERS INC,2800 SUPERIOR CT,AUBURN HILLS,48326,OAKLAND,WARREN,KELLYK6,"2800 SUPERIOR CT, AUBURN HILLS, MI 48326"
MINOR,P0348,SERENITY CREMATION SERVICES,12613 UNIVERSAL DRIVE,TAYLOR,48180,WAYNE,DETROIT,CONNERM3,"12613 UNIVERSAL DRIVE, TAYLOR, MI 48180"
MINOR,P0349,DAVE'S BUMP AND SPRAY SHOP,1705 MINNIE STREET,PORT HURON,48060,SAINT CLAIR,WARREN,ELMOUCHIR,"1705 MINNIE STREET, PORT HURON, MI 48060"
MINOR,P0350,CONCEPT INDUSTRIES,4950 KRAFT SE,GRAND RAPIDS,49512,KENT,GRAND RAPIDS,MORGAND2,"4950 KRAFT SE, GRAND RAPIDS, MI 49512"
,P0351,BLARNEY CASTLE OIL COMPANY - HOLLAND,12481 JAMES STREET,HOLLAND,49424,OTTAWA,GRAND RAPIDS,,"12481 JAMES STREET, HOLLAND, MI 49424"
MINOR,P0352,SARGENT SAND COMPANY,7690 M-116,LUDINGTON,49431,MASON,CADILLAC,DICKMANR,"7690 M-116, LUDINGTON, MI 49431"
MINOR,P0353,D MARK INC,25712 D'HONDT COURT,CHESTERFIELD,48051,MACOMB,WARREN,PINGAR,"25712 D'HONDT COURT, CHESTERFIELD, MI 48051"
MINOR,B5184,APEC,1201 N. FOURTH AVENUE,LAKE ODESSA,48849,IONIA,GRAND RAPIDS,GRINSTERNE,"1201 N. FOURTH AVENUE, LAKE ODESSA, MI 48849"
MINOR,P0354,ABO DAWOOD ARABIC COFFEE,6908 WYOMING,DEARBORN,48126,WAYNE,DETROIT,AMERU,"6908 WYOMING, DEARBORN, MI 48126"
MINOR,P0355,KAR NUT PRODUCTS COMPANY (KAR'S NUTS),1200 E 14 MILE ROAD,MADISON HTS,48071,OAKLAND,WARREN,KONANAHALLII,"1200 E 14 MILE ROAD, MADISON HTS, MI 48071"
,P0356,ARROW CHEMICAL PRODUCTS INC.,2067 STE ANNE ST.,DETROIT,48216,WAYNE,DETROIT,ZYNDAT,"2067 STE ANNE ST., DETROIT, MI 48216"
,P0357,AT&T MICHIGAN - MICHIGAN AVE DETROIT SEE SRN M4785,444 MICHIGAN AVENUE,DETROIT,48226,WAYNE,DETROIT,ZYNDAT,"444 MICHIGAN AVENUE, DETROIT, MI 48226"
MINOR,P0358,KRAKEN CRUSHED CONCRETE & RECYLING - NORTHVILLE,7871 Chubb Road,NORTHVILLE,48168,WASHTENAW,JACKSON,KOVALCHICKM,"7871 Chubb Road, NORTHVILLE, MI 48168"
MINOR,N5346,"MATTHEWS MILL, INC.",6400 E COUNTY LINE ROAD,SOUTH BRANCH,48761,IOSCO,BAY CITY,GENTLEN,"6400 E COUNTY LINE ROAD, SOUTH BRANCH, MI 48761"
MINOR,P0359,"CHEMETALL US, INC",1100 TECHNOLOGY DRIVE,JACKSON,49203,JACKSON,JACKSON,WEEMSS,"1100 TECHNOLOGY DRIVE, JACKSON, MI 49203"
MINOR,P0360,SUPERIOR ENVIRONMENTAL CORPORATION - AUNT MILLIE'S,5331 West Michigan Avenue,YPSILANTI,49435,WASHTENAW,JACKSON,KOVALCHICKM,"5331 West Michigan Avenue, YPSILANTI, MI 49435"
MINOR,C5705,LAKELAND MEDICAL CENTER - NILES,31 N ST JOSEPH AVENUE,NILES,49120,BERRIEN,KALAMAZOO,DESKINSM,"31 N ST JOSEPH AVENUE, NILES, MI 49120"
MINOR,N0931,SUMMIT INDUSTRIAL COATINGS,2200 East Empire Avenue,BENTON HARBOR,49022,BERRIEN,KALAMAZOO,DESKINSM,"2200 East Empire Avenue, BENTON HARBOR, MI 49022"
MINOR,P0361,ANDRONACO INDUSTRIES,4855 BROADMOOR AVENUE,KENTWOOD,49512,KENT,GRAND RAPIDS,LAZZAROA1,"4855 BROADMOOR AVENUE, KENTWOOD, MI 49512"
SM OPT OUT,P0362,YANFENG GLOBAL AUTOMOTIVE INTERIORS,7009 W.  Mount Hope Highway,LANSING,48917,EATON,LANSING,BRUNNERJ1,"7009 W.  Mount Hope Highway, LANSING, MI 48917"
,N2359,WAANDERS CONCRETE CO,3169 BABYLON ROAD,ALLEGAN,49010,ALLEGAN,KALAMAZOO,YAZZIEC,"3169 BABYLON ROAD, ALLEGAN, MI 49010"
MINOR,P0363,SPURT INDUSTRIES LLC,10450 PEASE AVENUE SE,CALEDONIA,49315,KENT,GRAND RAPIDS,LAZZAROA1,"10450 PEASE AVENUE SE, CALEDONIA, MI 49315"
MINOR,P0364,CRYSTAL FLASH - CORPORATE OFFICE,1754 ALPINE AVE NW,GRAND RAPIDS,49504,KENT,GRAND RAPIDS,,"1754 ALPINE AVE NW, GRAND RAPIDS, MI 49504"
,B5968,CARZ 911 COLLISION,3039 E SEVEN MILE ROAD,DETROIT,48234,WAYNE,DETROIT,,"3039 E SEVEN MILE ROAD, DETROIT, MI 48234"
MINOR,P0365,HOEGH INDUSTRIES INC.,317 DELTA AVENUE,GLADSTONE,49837,DELTA,MARQUETTE,LUCEL1,"317 DELTA AVENUE, GLADSTONE, MI 49837"
,P0366,AJAX PAVING INDUSTRIES - PLANT NO. M-962,"830 KIRTS BLVD, SUITE 100",TROY,48084,OAKLAND,WARREN,KALLUMKALS,"830 KIRTS BLVD, SUITE 100, TROY, MI 48084"
,A7549,LAROSA REFRIGERATION AND EQUIPMENT COMPANY,19191 FILER,DETROIT,48234,WAYNE,DETROIT,,"19191 FILER, DETROIT, MI 48234"
MINOR,P0367,"H R TECHNOLOGIES, INC",32500 N AVIS DRIVE,MADISON HTS,48071,OAKLAND,WARREN,PINGAR,"32500 N AVIS DRIVE, MADISON HTS, MI 48071"
MINOR,P0368,CUNNINGHAM DRUGS,29568 WEST 7 MILE ROAD,LIVONIA,48152,WAYNE,DETROIT,,"29568 WEST 7 MILE ROAD, LIVONIA, MI 48152"
MINOR,P0369,SIMPSON'S INC.,2515 WILLIAMS DRIVE,WATERFORD,48328,OAKLAND,WARREN,AHAMMODS,"2515 WILLIAMS DRIVE, WATERFORD, MI 48328"
MINOR,P0370,"PARTRIDGE ENTERPRISES, INC.",9193 W HOUGHTON LAKE DR,HOUGHTON LAKE,48629,ROSCOMMON,GAYLORD,LEBLANCS,"9193 W HOUGHTON LAKE DR, HOUGHTON LAKE, MI 48629"
MINOR,P0371,MTS SEATING WOOD DIVISION AND MTS BURGESS LLC,1244 W DEAN ROAD,TEMPERANCE,48182,MONROE,JACKSON,KAVANAUGHD,"1244 W DEAN ROAD, TEMPERANCE, MI 48182"
,N1977,LINDE,14600 ROMINE ROAD,CARLETON,48117,MONROE,JACKSON,KAVANAUGHD,"14600 ROMINE ROAD, CARLETON, MI 48117"
MINOR,B3316,MCGEAN INC,38521 SCHOOLCRAFT ROAD,LIVONIA,48150,WAYNE,DETROIT,WEISS,"38521 SCHOOLCRAFT ROAD, LIVONIA, MI 48150"
,P0372,SPEEDWAY LLC - MATTAWAN,24118 COLE AVENUE,MATTAWAN,49071,VAN BUREN,KALAMAZOO,BENAWAYR,"24118 COLE AVENUE, MATTAWAN, MI 49071"
MAJOR,N5890,ENERGY DEVELOPMENTS COOPERSVILLE LLC,15362 68th Avenue,COOPERSVILLE,49404,OTTAWA,GRAND RAPIDS,MORGAND2,"15362 68th Avenue, COOPERSVILLE, MI 49404"
,P0373,7232 JACKSON ROAD LLC,7232 JACKSON ROAD,SCIO TWP,48103,WASHTENAW,JACKSON,KOVALCHICKM,"7232 JACKSON ROAD, SCIO TWP, MI 48103"
MINOR,N3914,MANNETRON,74 LEONARD WOOD ROAD,BATTLE CREEK,49037,CALHOUN,KALAMAZOO,CHAPELA,"74 LEONARD WOOD ROAD, BATTLE CREEK, MI 49037"
MAJOR,P0374,PLASAN CARBON COMPOSITES,3195 WILSON DRIVE,WALKER,49534,KENT,GRAND RAPIDS,COXM9,"3195 WILSON DRIVE, WALKER, MI 49534"
SM OPT OUT,P0375,LOWELL LIGHT & POWER (LL&P),625 CHATHAM STREET,LOWELL,49331,KENT,GRAND RAPIDS,DEVRIESK1,"625 CHATHAM STREET, LOWELL, MI 49331"
MINOR,P0376,"2600 WBB, LLC",2600 WEST BIG BEAVER ROAD,TROY,48084,OAKLAND,WARREN,KELLYK6,"2600 WEST BIG BEAVER ROAD, TROY, MI 48084"
MINOR,P0377,FLORENCE CEMENT COMPANY,51515 Corridor,SHELBY TWP,48315,MACOMB,WARREN,KELLYK6,"51515 Corridor, SHELBY TWP, MI 48315"
,N1936,HERMAN MILLER INC.,375 W 48TH STREET,HOLLAND,49423,ALLEGAN,KALAMAZOO,YAZZIEC,"375 W 48TH STREET, HOLLAND, MI 49423"
MINOR,A5869,WEST MICHIGAN OFFICE INTERIORS,300 E. 40TH STREET,HOLLAND,49423,ALLEGAN,KALAMAZOO,YAZZIEC,"300 E. 40TH STREET, HOLLAND, MI 49423"
MINOR,A5926,PROGRESSIVE SURFACE,4695 DANVERS DR SE,KENTWOOD,49512,KENT,GRAND RAPIDS,LAZZAROA1,"4695 DANVERS DR SE, KENTWOOD, MI 49512"
MINOR,N5234,"ARCADIUS US, INC.",9391 WEST LAKE CITY ROAD,HOUGHTON LAKE,48629,ROSCOMMON,GAYLORD,LEBLANCS,"9391 WEST LAKE CITY ROAD, HOUGHTON LAKE, MI 48629"
MINOR,P0378,"MERSEN USA MIDLAND-MI, INC.",2443 SALZBURG ROAD,FREELAND,48623,SAGINAW,BAY CITY,MCCANNG2,"2443 SALZBURG ROAD, FREELAND, MI 48623"
MINOR,B2933,CONSUMERS POWER COMPANY - PARNALL OFFICE BLDG,1945 W PARNALL ROAD,JACKSON,49201,JACKSON,JACKSON,CARLEYB,"1945 W PARNALL ROAD, JACKSON, MI 49201"
,N5070,GREAT LAKES WOOD PRESERVING,OLD HIGHWAY 43,NADEAU,49863,MENOMINEE,MARQUETTE,LUCEL1,"OLD HIGHWAY 43, NADEAU, MI 49863"
MINOR,P0379,"NEXT TOOL, LLC",41200 COCA-COLA DRIVE,VAN BUREN TWP,48111,WAYNE,DETROIT,ZIMMERMANJ3,"41200 COCA-COLA DRIVE, VAN BUREN TWP, MI 48111"
,M4704,DETROIT RECEIVING HOSPITAL,4201 ST. ANTOINE,DETROIT,48201,WAYNE,DETROIT,WEISS,"4201 ST. ANTOINE, DETROIT, MI 48201"
MINOR,M4429,INDUSTRIAL WOODFAB AND PACKAGING COMPANY,18620 FORT STREET,RIVERVIEW,48192,WAYNE,DETROIT,HEMBENT,"18620 FORT STREET, RIVERVIEW, MI 48192"
SM OPT OUT,P0380,"SAKTHI AUTOMOTIVE GROUP USA, INC",6401 WEST FORT STREET,DETROIT,48209,WAYNE,DETROIT,WEISS,"6401 WEST FORT STREET, DETROIT, MI 48209"
MINOR,P0381,"PREMCOR REFINING GROUP, INC",3280 SOUTH WAVERLY ROAD,LANSING,48910,EATON,LANSING,LUPLOWM1,"3280 SOUTH WAVERLY ROAD, LANSING, MI 48910"
MINOR,P0382,MARATHON GAS STATION,3490 WEST MAPLE ROAD,WALLED LAKE,48390,OAKLAND,WARREN,AHAMMODS,"3490 WEST MAPLE ROAD, WALLED LAKE, MI 48390"
MINOR,M4485,FAIRMONT SIGN COMPANY,3750 EAST OUTER DRIVE,DETROIT,48212,WAYNE,DETROIT,,"3750 EAST OUTER DRIVE, DETROIT, MI 48212"
MINOR,P0383,GERALD R FORD INTERNATIONAL AIRPORT,5500 44TH STREET SE,GRAND RAPIDS,49512,KENT,GRAND RAPIDS,LAZZAROA1,"5500 44TH STREET SE, GRAND RAPIDS, MI 49512"
SM OPT OUT,P0384,AMERICAN RACK COMPANY,4910 Kraft Ave SE,GRAND RAPIDS,49512,KENT,GRAND RAPIDS,MORGAND2,"4910 Kraft Ave SE, GRAND RAPIDS, MI 49512"
MINOR,N1011,BEST COLLISION,8343 FENKELL,DETROIT,48238,WAYNE,DETROIT,,"8343 FENKELL, DETROIT, MI 48238"
,P0385,SOUTHWEST AUTO COLLISION,7539 WARREN AVE,DETROIT,48210,WAYNE,DETROIT,,"7539 WARREN AVE, DETROIT, MI 48210"
MINOR,M4444,JONES AUTO COLLISION,11301 E 7 MILE ROAD,DETROIT,48234,WAYNE,DETROIT,,"11301 E 7 MILE ROAD, DETROIT, MI 48234"
MINOR,M4445,RIVERVIEW HEALTH SYSTEMS,7733 E. JEFFERSON,DETROIT,48214,WAYNE,DETROIT,KOSTERK1,"7733 E. JEFFERSON, DETROIT, MI 48214"
MINOR,M4508,JENNINGS SENIOR LIVING FACILITY,7815 E. JEFFERSON,DETROIT,48214,WAYNE,DETROIT,,"7815 E. JEFFERSON, DETROIT, MI 48214"
,P0386,PULVERDRYER,126 AVENUE C,SPRINGFIELD,49037,CALHOUN,KALAMAZOO,LANER,"126 AVENUE C, SPRINGFIELD, MI 49037"
MINOR,P0387,RIVERSIDE - HILLBILLY CPF,"T31N-R3E, SEC 21, SW SW NE",HILLMAN,49746,MONTMORENCY,GAYLORD,BOWMAND7,"T31N-R3E, SEC 21, SW SW NE, HILLMAN, MI 49746"
MINOR,P0388,TUSCOLA ENERGY - WALAT 4-26 AND 5-26,7829 W. CASS CITY ROAD,WISNER TWP,48726,TUSCOLA,BAY CITY,SHAFFERA1,"7829 W. CASS CITY ROAD, WISNER TWP, MI 48726"
MINOR,P0389,"RIVERSIDE ENERGY MICHIGAN, LLC - TIMBERWOLF CPF","T30N, R7E, SEC 29 SE NW SW",ALPENA,49707,ALPENA,GAYLORD,BOWMAND7,"T30N, R7E, SEC 29 SE NW SW, ALPENA, MI 49707"
MINOR,P0390,AK SOLUTIONS & TRANSPORT INC.,3450 AND 3420 LOVETT STREET,DETROIT,48210,WAYNE,DETROIT,,"3450 AND 3420 LOVETT STREET, DETROIT, MI 48210"
,P0391,"RECONSERVE OF MI, INC.",8557 PIEDMONT INDUSTRIAL DR,BYRON CENTER,49315,KENT,GRAND RAPIDS,LAZZAROA1,"8557 PIEDMONT INDUSTRIAL DR, BYRON CENTER, MI 49315"
MINOR,P0392,AJAX PAVING INDUSTRIES -  PLANT M-522,"830 KIRST BLVD, SUITE 100",TROY,48084,OAKLAND,WARREN,KELLYK6,"830 KIRST BLVD, SUITE 100, TROY, MI 48084"
MINOR,P0393,EUP WOOD SHAVINGS INC,16794 S HUGGININ ROAD,KINROSS,49788,CHIPPEWA,MARQUETTE,LUCEL1,"16794 S HUGGININ ROAD, KINROSS, MI 49788"
MINOR,P0394,AJAX PAVING INDUSTRIES PLANT NO. M-711,"830 KIRST BLVD., SUITE 100",TROY,48084,OAKLAND,WARREN,DZIADOSZM,"830 KIRST BLVD., SUITE 100, TROY, MI 48084"
MINOR,P0395,AJAX PAVING INDUSTRIES PLANT NO. M-604,"830 KIRST BLVD., SUITE 100",TROY,48084,OAKLAND,WARREN,KELLYK6,"830 KIRST BLVD., SUITE 100, TROY, MI 48084"
MINOR,P0396,PARAMOUNT PRECISION PRODUCTS PLANT 1,15255 W 11 MILE ROAD,OAK PARK,48237,OAKLAND,WARREN,KONANAHALLII,"15255 W 11 MILE ROAD, OAK PARK, MI 48237"
MINOR,P0397,PARAMOUNT PRECISION PRODUCTS ENGINEERING BUILDING,26650 HARDING AVE,OAK PARK,48237,OAKLAND,WARREN,KONANAHALLII,"26650 HARDING AVE, OAK PARK, MI 48237"
MINOR,P0398,"DEXTER STAMPING COMPANY, LLC",1013 THORREZ ROAD,JACKSON,49201,JACKSON,JACKSON,WEEMSS,"1013 THORREZ ROAD, JACKSON, MI 49201"
,P0399,CHEMICAL ANALYTICS INC,29959 BEVERLY ROAD,ROMULUS,48174,WAYNE,DETROIT,SANDOVALC,"29959 BEVERLY ROAD, ROMULUS, MI 48174"
